iter	RMSE
424	58.5225572
425	58.50992317
426	58.50430248
427	58.4925585
428	58.48584782
429	58.47553848
430	58.46988094
431	58.45985499
432	58.45125933
433	58.44181819
434	58.43623569
435	58.43000708
436	58.41393081
437	58.40473292
438	58.39981762
439	58.38258814
440	58.37351548
441	58.35902151
442	58.35147095
443	58.34631309
444	58.32833315
445	58.32004988
446	58.31652417
447	58.30166987
448	58.29261651
449	58.27922574
450	58.27335675
451	58.26613261
452	58.25772205
453	58.24751787
454	58.24099082
455	58.23180052
456	58.22609171
457	58.215141
458	58.20790092
459	58.19973521
460	58.19310836
461	58.18024667
462	58.17873117
463	58.16947921
464	58.16660395
465	58.1554449
466	58.14692377
467	58.13846535
468	58.12646143
469	58.1157958
470	58.1115879
471	58.10491125
472	58.09623705
473	58.09119674
474	58.08757638
475	58.08237887
476	58.07560386
477	58.06751906
478	58.05809342
479	58.05059138
480	58.04371252
481	58.04135831
482	58.0251213
483	58.02215915
484	58.01404241
485	58.00977704
486	57.99979697
487	57.9933288
488	57.9771182
489	57.96458043
490	57.9535881
491	57.94646877
492	57.93602402
493	57.92619776
494	57.91814891
495	57.91156519
496	57.90250279
497	57.89080665
498	57.88693255
499	57.87583883
500	57.86701915
501	57.85118772
502	57.84380437
503	57.83671799
504	57.82243647
505	57.81559989
506	57.81138349
507	57.80378006
508	57.79576193
509	57.78989622
510	57.77830589
511	57.77496277
512	57.76873783
513	57.76197431
514	57.74924685
515	57.7429533
516	57.73567175
517	57.72984947
518	57.72355864
519	57.71318452
520	57.70422903
521	57.69501166
522	57.68820141
523	57.67725861
524	57.67413822
525	57.65794375
526	57.64847066
527	57.64177118
528	57.62914315
529	57.62238582
530	57.61494436
531	57.60893563
532	57.60235951
533	57.60050444
534	57.58761314
535	57.58132888
536	57.56996748
537	57.56451805
538	57.56080809
539	57.55439035
540	57.54284779
541	57.53665004
542	57.53195867
543	57.52448149
544	57.51899244
545	57.51224326
546	57.50751597
547	57.50105512
548	57.49856099
549	57.48928197
550	57.4801031
551	57.46809845
552	57.46094394
553	57.45457562
554	57.44856401
555	57.44262009
556	57.4386298
557	57.43287436
558	57.42642587
559	57.42167878
560	57.4159561
561	57.41329798
562	57.40856242
563	57.40140753
564	57.39456637
565	57.38181169
566	57.37584383
567	57.37188608
568	57.36465674
569	57.36045221
570	57.346432
571	57.33394968
572	57.32871268
573	57.3237315
574	57.31653712
575	57.31282608
576	57.30372598
577	57.29724792
578	57.28747646
579	57.27970257
580	57.27363355
581	57.27231016
582	57.26891108
583	57.25932965
584	57.25296969
585	57.24911818
586	57.2404206
587	57.22880168
588	57.22733313
589	57.22195666
590	57.21536386
591	57.21059277
592	57.20543492
593	57.20177657
594	57.19402944
595	57.19029188
596	57.18243566
597	57.17284966
598	57.1646697
599	57.15287091
600	57.14801392
601	57.13991313
602	57.13563601
603	57.12796926
604	57.11966727
605	57.11360128
606	57.10822345
607	57.10407148
608	57.09716926
609	57.09321364
610	57.08977082
611	57.07898648
612	57.07516554
613	57.06665409
614	57.06318549
615	57.05315239
616	57.04601861
617	57.04147729
618	57.03216492
619	57.02495339
620	57.02025785
621	57.01240048
622	57.00248243
623	56.99752236
624	56.99009075
625	56.98501139
626	56.97018354
627	56.96066398
628	56.95871206
629	56.95252946
630	56.94137789
631	56.93592316
632	56.92170944
633	56.91030938
634	56.90293055
635	56.89898766
636	56.89362218
637	56.88595293
638	56.88244898
639	56.87980168
640	56.87185827
641	56.86576866
642	56.85571696
643	56.84339156
644	56.84194493
645	56.83653414
646	56.82903717
647	56.82222804
648	56.81169522
649	56.81099092
650	56.80175813
651	56.79366525
652	56.7862492
653	56.7746972
654	56.77257306
655	56.76882826
656	56.76375332
657	56.75270602
658	56.74694449
659	56.74041233
660	56.7384325
661	56.73148454
662	56.72622864
663	56.72023802
664	56.71505437
665	56.70754392
666	56.69877247
667	56.69339198
668	56.69163294
669	56.67765889
670	56.67358169
671	56.67016928
672	56.66541935
673	56.65513634
674	56.6494601
675	56.64032983
676	56.63587819
677	56.63052156
678	56.62226507
679	56.61949681
680	56.61560236
681	56.60806569
682	56.60309588
683	56.59546771
684	56.59268494
685	56.58322987
686	56.57448403
687	56.57063321
688	56.56526638
689	56.56133704
690	56.55482807
691	56.5503813
692	56.54578848
693	56.53565357
694	56.53066043
695	56.52452892
696	56.52016307
697	56.51746334
698	56.51422685
699	56.5100239
700	56.50965285
701	56.50440949
702	56.49302755
703	56.48855321
704	56.48308283
705	56.47996283
706	56.47079577
707	56.46593911
708	56.45268791
709	56.44604813
710	56.44020387
711	56.43604446
712	56.42561139
713	56.41895504
714	56.40580508
715	56.39904845
716	56.38885321
717	56.38302899
718	56.37881285
719	56.37241883
720	56.36339725
721	56.35366698
722	56.34115735
723	56.33212118
724	56.32754146
725	56.32337605
726	56.3194987
727	56.3110311
728	56.30955684
729	56.30078916
730	56.29429549
731	56.29138179
732	56.28705006
733	56.28219619
734	56.2737989
735	56.27041094
736	56.26517403
737	56.26152483
738	56.25825299
739	56.25543769
740	56.2499408
741	56.24402965
742	56.23187187
743	56.22789619
744	56.2209553
745	56.22052689
746	56.21524297
747	56.2124518
748	56.20511927
749	56.19987496
750	56.19260875
751	56.18377057
752	56.17919515
753	56.17117701
754	56.15624765
755	56.14991545
756	56.13562808
757	56.13044775
758	56.12754063
759	56.12322114
760	56.11738398
761	56.11274456
762	56.11049076
763	56.10681472
764	56.09811899
765	56.08203826
766	56.07112773
767	56.06904278
768	56.06757858
769	56.06487627
770	56.05595187
771	56.04995651
772	56.04310439
773	56.0362616
774	56.0313799
775	56.02513604
776	56.02131742
777	56.01654209
778	56.00844131
779	55.99993989
780	55.99339272
781	55.99071636
782	55.9844255
783	55.97865242
784	55.97272373
785	55.96003301
786	55.94337012
787	55.93762525
788	55.92588197
789	55.92217039
790	55.9092526
791	55.90836014
792	55.9049894
793	55.89259719
794	55.88709378
795	55.87549833
796	55.86811597
797	55.8622251
798	55.8582205
799	55.84798665
800	55.83890315
801	55.8361581
802	55.83051596
803	55.82795916
804	55.81878528
805	55.8119472
806	55.8068104
807	55.80027269
808	55.7917596
809	55.78762317
810	55.78329122
811	55.78041035
812	55.77286039
813	55.76561349
814	55.75785433
815	55.75562949
816	55.74955975
817	55.74220866
818	55.73666018
819	55.72639597
820	55.7224864
821	55.72160898
822	55.71517823
823	55.70932361
824	55.69877802
825	55.6939998
826	55.68831022
827	55.68423264
828	55.6773447
829	55.67315348
830	55.66683712
831	55.6619956
832	55.65927745
833	55.65343587
834	55.64692653
835	55.64130846
836	55.62468387
837	55.61156485
838	55.60884686
839	55.60289393
840	55.5966296
841	55.59029968
842	55.58221224
843	55.57656431
844	55.56765062
845	55.54941614
846	55.53784394
847	55.53220058
848	55.52550256
849	55.5249859
850	55.51843232
851	55.51530836
852	55.50949586
853	55.50428783
854	55.49457184
855	55.48844878
856	55.48342205
857	55.47471119
858	55.46834135
859	55.46497778
860	55.45873375
861	55.45352484
862	55.45052461
863	55.44609956
864	55.4393877
865	55.43209284
866	55.42246328
867	55.41776967
868	55.40690227
869	55.39309091
870	55.38747106
871	55.37689269
872	55.36964222
873	55.36468323
874	55.36014704
875	55.34617725
876	55.33696771
877	55.33397072
878	55.32545818
879	55.31901261
880	55.31364695
881	55.30539603
882	55.30052596
883	55.29229602
884	55.28529376
885	55.27717755
886	55.2671136
887	55.26124148
888	55.25671109
889	55.24241117
890	55.23909511
891	55.23569968
892	55.22818219
893	55.2125834
894	55.20711491
895	55.19955582
896	55.19362825
897	55.18524816
898	55.17911572
899	55.17437782
900	55.17097582
901	55.16267331
902	55.15760376
903	55.15627358
904	55.14753225
905	55.13775363
906	55.12833924
907	55.12155089
908	55.11245111
909	55.10227376
910	55.09353536
911	55.08730701
912	55.07932684
913	55.06815433
914	55.06347505
915	55.0555729
916	55.05240164
917	55.04254316
918	55.03490359
919	55.03141788
920	55.02600209
921	55.01979507
922	55.01331393
923	55.00632102
924	54.99781797
925	54.99461018
926	54.98885931
927	54.97977741
928	54.97221614
929	54.96758016
930	54.95992609
931	54.95182432
932	54.94565274
933	54.9407082
934	54.93627298
935	54.92768594
936	54.91932685
937	54.91167306
938	54.90745449
939	54.90069522
940	54.89379497
941	54.8859338
942	54.8748002
943	54.86857779
944	54.8632677
945	54.85562082
946	54.85172723
947	54.84235361
948	54.83149378
949	54.81842742
950	54.80849848
951	54.80196728
952	54.79055769
953	54.77952128
954	54.77344949
955	54.76674089
956	54.75766031
957	54.75325005
958	54.74743544
959	54.74580241
960	54.74155437
961	54.74026896
962	54.73407263
963	54.72931457
964	54.72467716
965	54.71821989
966	54.71166039
967	54.70496779
968	54.69510894
969	54.69275483
970	54.68805946
971	54.68166592
972	54.6781496
973	54.6654266
974	54.65951292
975	54.65278221
976	54.64991785
977	54.64818999
978	54.64051547
979	54.63174461
980	54.6278739
981	54.62489563
982	54.61562914
983	54.60567018
984	54.59893767
985	54.58675164
986	54.58139439
987	54.57827114
988	54.57272097
989	54.56831712
990	54.55834029
991	54.55610091
992	54.54598162
993	54.53582431
994	54.52419398
995	54.51760792
996	54.50800972
997	54.49898352
998	54.49445946
999	54.48868378
