iter	RMSE
473	56.00086952
474	55.99719259
475	55.98922735
476	55.98325052
477	55.97636475
478	55.96920386
479	55.95963451
480	55.95289086
481	55.94398769
482	55.93855501
483	55.92732681
484	55.91020453
485	55.89661215
486	55.88645662
487	55.87207255
488	55.86569875
489	55.85707434
490	55.85178273
491	55.84183788
492	55.8315234
493	55.81786112
494	55.80924322
495	55.79903951
496	55.79054971
497	55.7815246
498	55.77776103
499	55.76432294
500	55.75558221
501	55.73982662
502	55.73087982
503	55.7225208
504	55.71581957
505	55.70506501
506	55.69283536
507	55.68484263
508	55.67623302
509	55.66363865
510	55.65425941
511	55.64025405
512	55.63404538
513	55.62507346
514	55.61877486
515	55.61289143
516	55.60276382
517	55.59290613
518	55.58674409
519	55.57801989
520	55.57326919
521	55.56309015
522	55.55597786
523	55.54572629
524	55.53765227
525	55.53061742
526	55.52401375
527	55.51629035
528	55.507011
529	55.49316944
530	55.47469873
531	55.46708238
532	55.45817743
533	55.4468258
534	55.43930989
535	55.43182968
536	55.42493894
537	55.41575902
538	55.41075356
539	55.40217584
540	55.38853042
541	55.38211481
542	55.37559228
543	55.37068838
544	55.36409883
545	55.35330338
546	55.34457382
547	55.33675836
548	55.3304491
549	55.31621206
550	55.31046947
551	55.29667375
552	55.29059125
553	55.28200278
554	55.27539051
555	55.27279295
556	55.26731347
557	55.25659748
558	55.24941671
559	55.2416507
560	55.23803254
561	55.23289178
562	55.22138414
563	55.21758795
564	55.19794114
565	55.18881124
566	55.18310059
567	55.17576193
568	55.17091842
569	55.1633944
570	55.15855779
571	55.15152901
572	55.14695693
573	55.13887066
574	55.13592057
575	55.12834098
576	55.11724076
577	55.1091615
578	55.09271934
579	55.08113064
580	55.08020698
581	55.07401858
582	55.06609914
583	55.05461653
584	55.05031342
585	55.04185813
586	55.03190725
587	55.03053546
588	55.0245252
589	55.0156081
590	55.00673392
591	55.00179275
592	54.9988658
593	54.99304993
594	54.98882527
595	54.98483686
596	54.97438322
597	54.96368469
598	54.95318777
599	54.94191895
600	54.93015837
601	54.91697247
602	54.90922865
603	54.90150803
604	54.89186364
605	54.88314981
606	54.87873395
607	54.87224056
608	54.86790454
609	54.86378377
610	54.85620953
611	54.85120149
612	54.83395859
613	54.82737682
614	54.82037112
615	54.81090772
616	54.8047867
617	54.79640104
618	54.79165598
619	54.78450873
620	54.77854245
621	54.77089703
622	54.7678556
623	54.7640077
624	54.76103685
625	54.75127128
626	54.74061967
627	54.73920739
628	54.72780428
629	54.72050404
630	54.71603006
631	54.71293504
632	54.70482896
633	54.69810307
634	54.69609834
635	54.69524688
636	54.68860516
637	54.6841644
638	54.66858846
639	54.66315071
640	54.6577227
641	54.65150014
642	54.64181574
643	54.64040633
644	54.6349566
645	54.6257712
646	54.61804578
647	54.61181845
648	54.60621257
649	54.60078337
650	54.59551748
651	54.58841823
652	54.58061704
653	54.57104396
654	54.56971916
655	54.56419178
656	54.56166598
657	54.54664764
658	54.54123208
659	54.52873263
660	54.51943554
661	54.51200245
662	54.50321465
663	54.49638348
664	54.48910272
665	54.48602577
666	54.48072676
667	54.46403833
668	54.45133673
669	54.44666247
670	54.44308886
671	54.43415488
672	54.42685371
673	54.4208734
674	54.41569983
675	54.41016924
676	54.40109273
677	54.3975305
678	54.39032627
679	54.38610844
680	54.37842279
681	54.36907255
682	54.35968899
683	54.35594598
684	54.3469356
685	54.3401186
686	54.3352351
687	54.32076901
688	54.31663395
689	54.31550893
690	54.3048361
691	54.29663057
692	54.29004094
693	54.28315734
694	54.27718257
695	54.26974767
696	54.26482068
697	54.25678099
698	54.25045128
699	54.2434948
700	54.2335194
701	54.22609943
702	54.22524272
703	54.20689454
704	54.20682065
705	54.20264372
706	54.19277572
707	54.18623001
708	54.18262153
709	54.1752599
710	54.1673734
711	54.15778095
712	54.15139106
713	54.1458162
714	54.13449552
715	54.13083826
716	54.12113154
717	54.11692542
718	54.11497822
719	54.11115516
720	54.1046717
721	54.09818418
722	54.0935554
723	54.09314637
724	54.08568271
725	54.08038063
726	54.07427739
727	54.0697501
728	54.06425751
729	54.05802657
730	54.04867385
731	54.04622151
732	54.04454115
733	54.03796159
734	54.03319528
735	54.02995943
736	54.02482112
737	54.01720453
738	54.01444966
739	54.00720517
740	54.00299534
741	53.99637032
742	53.98686644
743	53.97652528
744	53.96979847
745	53.96616925
746	53.95905163
747	53.95422341
748	53.94127982
749	53.93606314
750	53.93235826
751	53.92499608
752	53.91481321
753	53.90838586
754	53.90394795
755	53.8953539
756	53.88733742
757	53.88069941
758	53.87647122
759	53.8700241
760	53.86594297
761	53.86325115
762	53.85990133
763	53.85383016
764	53.8498579
765	53.84489237
766	53.83721166
767	53.83226002
768	53.82743557
769	53.82357308
770	53.81781944
771	53.81172628
772	53.80596076
773	53.80011503
774	53.79703137
775	53.79028291
776	53.78326293
777	53.77777729
778	53.77111592
779	53.76401182
780	53.75872351
781	53.75369421
782	53.74890123
783	53.74452235
784	53.73766209
785	53.73043358
786	53.7263867
787	53.71858729
788	53.71123989
789	53.7022099
790	53.69595611
791	53.69140155
792	53.682347
793	53.68087492
794	53.67399793
795	53.66352789
796	53.65726813
797	53.65379577
798	53.64226332
799	53.63203638
800	53.6239385
801	53.61893615
802	53.60484618
803	53.5936053
804	53.58845254
805	53.57981154
806	53.57819267
807	53.56907299
808	53.56246453
809	53.5523006
810	53.53833907
811	53.53453229
812	53.53140879
813	53.52821496
814	53.52203899
815	53.504451
816	53.49609775
817	53.48993485
818	53.48339579
819	53.47987539
820	53.46997673
821	53.45842995
822	53.45189875
823	53.44635136
824	53.43829476
825	53.4334279
826	53.42739908
827	53.41901033
828	53.41478234
829	53.4071098
830	53.39501974
831	53.38733062
832	53.38143835
833	53.37855598
834	53.37522175
835	53.36798085
836	53.36424175
837	53.35826677
838	53.3512017
839	53.34615018
840	53.33950917
841	53.33713752
842	53.32793879
843	53.32482996
844	53.32094738
845	53.31626976
846	53.31260865
847	53.30332901
848	53.29246688
849	53.28312582
850	53.27877613
851	53.27550997
852	53.26538838
853	53.2570088
854	53.24954714
855	53.24403854
856	53.23393878
857	53.22349767
858	53.21169209
859	53.20890716
860	53.20303474
861	53.19755049
862	53.19055176
863	53.1818625
864	53.16918948
865	53.15960581
866	53.1569062
867	53.15214629
868	53.14507658
869	53.14290831
870	53.13983538
871	53.13535594
872	53.12887735
873	53.11821429
874	53.11403806
875	53.10923988
876	53.10036175
877	53.09467305
878	53.08349316
879	53.07923256
880	53.07330333
881	53.0655541
882	53.06124878
883	53.04933594
884	53.04584444
885	53.03330551
886	53.02525666
887	53.00853977
888	53.0055784
889	52.99248605
890	52.98795857
891	52.98192454
892	52.97812224
893	52.96927019
894	52.96224652
895	52.95114985
896	52.94446973
897	52.94102221
898	52.9357326
899	52.92751004
900	52.9241478
901	52.91268895
902	52.90618768
903	52.88761363
904	52.87795448
905	52.8714212
906	52.86598302
907	52.86015097
908	52.85153697
909	52.84574638
910	52.8437134
911	52.83562546
912	52.82928317
913	52.82456394
914	52.81193874
915	52.80616533
916	52.79454265
917	52.7875416
918	52.77985754
919	52.77015006
920	52.76444944
921	52.76004254
922	52.75398127
923	52.7441735
924	52.73663801
925	52.72894843
926	52.72129802
927	52.71186275
928	52.7057728
929	52.7027491
930	52.69953549
931	52.69437301
932	52.68955034
933	52.6841885
934	52.68138122
935	52.67649518
936	52.66658594
937	52.65693728
938	52.64807666
939	52.64295177
940	52.63737703
941	52.62987952
942	52.62119927
943	52.61624599
944	52.6131705
945	52.60677925
946	52.5972963
947	52.59371359
948	52.58828945
949	52.58198239
950	52.57363528
951	52.57197314
952	52.56195676
953	52.55440348
954	52.5341712
955	52.5242739
956	52.51591876
957	52.51043311
958	52.50843164
959	52.49857226
960	52.48650903
961	52.47766775
962	52.47382368
963	52.47034731
964	52.46849546
965	52.45908046
966	52.4511574
967	52.44523906
968	52.43859862
969	52.43085113
970	52.42553004
971	52.41771539
972	52.41643843
973	52.41210303
974	52.40719616
975	52.40315679
976	52.3979529
977	52.39141952
978	52.39021757
979	52.38689535
980	52.38308619
981	52.37982134
982	52.36824807
983	52.35840785
984	52.35579157
985	52.35069058
986	52.34529517
987	52.3370073
988	52.33592897
989	52.33145117
990	52.3260944
991	52.31958519
992	52.3113453
993	52.30529759
994	52.30099645
995	52.29474522
996	52.28300721
997	52.27767905
998	52.27112088
999	52.26356009
